English Term,POS Tags,Sanskrit Terms
pregnancy,s.,{#garBaDAraRaM/garBiRItvaM/garBiRIBAvaH/garBagrahaRaM/sagarBatA/DftagarBatA/pUrRagarBatA/saYjAtagarBatA/garBapozaRaM/sasattvatA/ApannasattvatA/sagarBAvasTA/antarApatyatA/garBaH#}
pregnant,a.,{#garBiRI/garBavatI/sagarBA/DftagarBA/garBaDAriRI/gfhItagarBA/pUrRagarBA/AptagarBA/saYjAtagarBA/prarUQagarBA/sasattvA/ApannasattvA/antarvatnI/udariRI/gurvviRI/antarApatyA/dvihfdayA;/dohadavatI/SradDAluH/gArBiRaM/pUrRaH/sampUrRaH/garBaH/saNkulaH/AQyaH/saPalaH/abanDyaH#}
pregustation,s.,{#pUrvvasvAdanaM/pUrvvAsvAdanaM/agrAsvAdanaM/pUrvvaprASanaM#}
prejudge,v. a.,{#agre/yati/nirRI/niSci/vfttAntani#}
prejudged,p. p.,{#pUrvvavicAritaH/pUrvvanirRItaH/pUrvvanizpannaH#}
prejudgment,s.,{#pUrvvanirRayaH/pUrvvavicAraH/pUrvvanizyattiH/pUrvvaniScayaH#}
prejudice,s.,{#aparIkzApUrvvA/budDiH/avicArabudDiH/avicAramatiH/avicAritaniScayaH/avicAritanirRayaH/durAgrahaH/saNgaH/manovakratA/budDivakratA/vakramataM/sAcIkftaM/vakrIkftaM/vakrIBAvaH/AgrahaH/grahaH;/muktasaNgaH/pakzapAtaH/kzatiH/hAniH/apacayaH/apAyaH/apakAraH/nASaH/hiMsA/kzayaH/bADaH/dUzaRaM/GvaMsaH#}
prejudice,v. a.,{#sAcIkf/vakrAkf/jan/Akfz/Avfj/apakf/hiMs/kzaR/duz/kzi/naS/bAD#}
prejudiced,p. p.,{#sAcIkftaH/vakrIkftaH/saNgI/saNgayuktaH/sAcIkftabudDiH/vakrIkfta/budDiH/sAcIkftamatiH/apakftaH/prAptahAniH#}
prejudicial,a.,{#ahitaH/apakArakaH/kzatijanakaH/ahitakaraH/hAnijanakaH/hiMsakaH/GAtukaH#}
prejudicially,adv.,{#ahitaM/sApakAraM/sApAyaM/hiMsayA/sakzataM#}
preknowledge,s.,{#pUrvvajYAnaM/agrajYAnaM/pUrvvaboDaH/agraboDaH#}
prelacy,,{##}
prelection,s.,{#pAWaH/paWanaM/aDyAyaH#}
prelectior,s.,{#pAWakaH/pAWakArI#}
prelibation,s.,{#pUrvvaBogaH/pUrvvaBuktiH/pUrvvAnuBavaH/AdiBogaH#}
preliminary,a.,{#prATamikaH/AramBakaH/prAramBakaH/pUrvvaH/pOrvvikaH/praTamaH/pUrvvakarttavyaH/pUrvvakaraRIyaH/agrakarttavyaH/agrakaraRIyaH/AdyaH/Adi/AdikaH/AdisTaH/AramBasTaH/upakramasTaH/pAriBAzikaH/prastAvanArUpaH#}
preliminary,s.,{#pUrvvavizayaH/pUrvvANgaM/pUrvvakarmma/AdyANgaM/pUrvvopAyaH/AramBakrarmma/prAramBakakarmma/upakaraRaM/pariBAzA/ABAzaH#}
prelude,s.,{#pUrvvaraNgaH/pUrvvavAdanaM/AramBavAdyaM/prastAvanA/prastAvaH/AmuKaM/AramBaH/prAramBaH/upakramaH/prakaraRaM/pUrvvalakzaRaM/pUrvvasUcakaM/pUrvvacihnaM/pUrvvarUpaM#}
prelude,v. a.,{#prastu/stAvayati/AraB/samAraB/upakram/prakram/prakf/samprakf#}
preluder,s.,{#prastAvanAkft/pUrvvaraNgakArI/pUrvvavAdakaH/AramBakaH#}
prelusive,a.,{#AramBakaH/pUrvvasUcakaH#}
premature,a.,{#kAlapUrvvapakvaH/prAkpUrRakAlAtpakvaH/apUrRakAlaH/apUrRakAlikaH/asampUrRakAlaH/pUrRakAlapUrvvajaH/apUrRakAlajaH/akAlapakvaH/apakvaH/apUrRakAlotpannaH/akAlajaH/akAlotpannaH/akA/laBavaH/akAlikaH/aprAptakAlaH/asAmayikaH/akAlasahaH#}
prematurely,adv.,{#prAkpUrRakAlAt/pUrRakAlAtpUrvvaM/apUrRakAle/asampU/rRakAle/akAle/asamaye;/apUrRakAlajaH/apUrRakAlotpannaH/pUrRakAlapUrvvajAtaH/yuvapalitaH/yuvajaran/yuvAjaran/yubaKalatiH#}
prematureness,s.,{#kAlapUrvvazakvatA/apUrRakAlatvaM/apUrRa/kAlikatvaM/akAlapakvatA/akAlotpattiH/apUrRakAlotpattiH/akAlajatvaM/akAlikatvaM#}
premeditate,v. a.,{#pUrvvaM#}
prcmeditate,v. n.,{#pUrvvaM/DyE/vicar/vimfS/vigaR#}
premeditated,p. p. | a.,{#pUrvvakalpitaH/pUrvvacintitaH/pUrvvaGawitaH/budDipUrvvaH/matipUrvvaH/budDikftaH/pUrvvasaNkalpitaH/sANkalpikaH/saNkalpakftaH/pUrvvaracitaH/pUrvvayojitaH#}
premeditation,s.,{#pUrvvakalpanA/pUrvvasaNkalpaH/pUrvvaparikalpanA/pUrvvaGawanA./pUrvvaracanA/pUrvvayojanA/pUrvvAnusanDAnaM/pUrvvacintA/pUrvvavicAraRA/pUrvvavivecanA#}
premices,,{#navAnnaM/praTamaPalaM#}
premier,a.,{#muKyaH/pramuKaH/praGAnaH#}
premier,s.,{#muKyamantrI/praGAnamantrI/praDAnAmAtyaH/mahAmantrI/praDAnasacivaH/muKyapraDAnaH#}
premiership,s.,{#muKyamantritA/praDAnamantritA#}
premise,v. a.,{#upanyas/pUrvve/agre/kaTayati/brU/bravIti/vaktuM/vad/vadati/vyAKyA/upakram/prakran/prastu/yati#}
premise,s.,{#pakzaH/avayavaH/pratijYA/upanyAsaH/sADanaM;/gurvavayavaH/gurupakzaH/pUrvvapakzaH/AdyapakzaH/hetvA/dipakzaH;/laGvavayavaH/uttarapakzaH#}
premised,p. p.,{#upanyastaH/pUrvvakaTitaH/prastAvapUrvvakaTitaH/prastAvapUrvvasUcitaH/prastutaH/prakrAntaH/upanyasya/pratipAdya#}
premises,,{#gfhavAwikAdi/gfhakzetrAdi/gfhAdi#}
premium,s.,{#pAritozikaM/mUlyaM/PalaM/laByaM/lABaH/aDikamUlpaM/ati/riktamUlyaM/mUlyAtiriktapAritozikaM#}
premonish,v. a.,{#agre/prabuD/pratyAdiS/upadiS/jYA/sUcayati#}
premonished,p. p.,{#pUrvvaboDitaH/pUrvvopadizwaH/pUrvvasUcitaH#}
premonition,s.,{#pUrvvaboDaH/pUrvvapraboDaH/pUrvvasUcanA/pUrvvalakzaRaM/pUrvvarUpaM#}
premonitory,a.,{#pUrvvasUcakaH/pUrvvaboDakaH/udboDakaH/pUrvvasUcanakArI/pUrvvalakzaRadaH/pUrvvalAkza/RikaH/pUrvvajYApakaH#}
prenomen,s.,{#vyaktinAma/upADiH#}
prentice,s.,{#antevAsI/CAtraH/saNketapatrabadDaSizyaH/SizyaH#}
prenticeship,s.,{#antevAsitvaM/antavAsitvaM/antevAsiBAvaH/antevA/sitvakAlaH#}
pre-occupation,s.,{#pUrvvaBogaH/pUrvvaBuktiH/pUrvvaDAraRaM/pUrvvagrahaRaM#}
pre-occupied,p. p.,{#pUrvvagfhItaH/pUrvvAvizwaH/pUrvvaBuktaH#}
pre-occupy,v. a.,{#pUrvvaM/grah/Buj#}
pre-ordain,v. a.,{#agre/kxp/prakxp/nirdiS/sTA#}
preparation,s.,{#sajjanaM/sajjIkaraRaM/sajjakarmma/sADanaM/sidDIkaraRaM/AyojanaM/upakalpanaM/parikalpanaM/kalpanaM/puraskaraRaM/puraskAraH/saMskAraH/saMskaraRaM/racanaM/viracanaM/upAkarmma/samBAraH/samBftiH/sanDAnaM/samavaDAnaM/prativiDAnaM/udyogaH/prastutIkaraRaM/sidDiH/sidDatA/upAyaH/sADanopAyaH/aByupAyaH/sADanaM/yogaH/rasAyanaM;/rasargaBaM/rasapuzpaM/saMskAraH/pAkaH/pacanaM/pakvAnnaM/sidDAnnaM#}
preparative,a.,{#sidDijanakaH/sidDikArakaH/sidDatAjanakaH/sADakaH/upakramasADakaH/AramBasADakaH/sidDisADakaH/upakramasahAyaH/Ara/mBopakArI/upakramopakArI/upakalpakaH/pari/kalpakaH/AyojanakArI/upakramapravarttakaH/prastutakArI/yogyatAjanakaH/AramBakArI#}
preparative,s.,{#upakramasADanaM/AramBasADanaM/sidDisADanaM/sidDijana/kavizayaH/sidDijanakakarmma/parikarmma/sidDatAjanakavizayaH#}
preparatively,adv.,{#AyojanapUrvvaM/upakramasADanArTaM/AramBasADanArTaM#}
prepare,v. a.,{#sajjIkf/upakxp/parikxp/prakxp/kxp/yuj/yojayati/Ayuj/samAyuj/sidDIkf/prastutIkf/upaskf/saMskf/puraskf/rac/racayati/virac/samBf/sajj/sajjati/sAD/sADayati/prativiDA/viDA/vinirmA/yogyaM/upayuktaM/kAryyakzamaM/kAryyopayuktaM/upakxp/samprakxp/upasTA/(/upapad/viDA/sopa/kAradravyayuktaM/rac/virac/prasAD/vinyas/sidDIkf/pac/sanDA#}
prepare,v. n.,{#upakxp/upakaraRasamBAraM/kf/udyataH/samudyataH/aByudyataH/udyuktaH/prastutaH#}
prepared,p. p. | a.,{#sajjIkftaH/sajjitaH/sajjaH/prastutaH/upakalpitaH/parikalpitaH/kalpitaH/upakxptaH/prakxptaH/samBftaH/sidDaH/sampra/stutaH/puraskftaH/udyataH/samudyataH/aByudyataH/udyuktaH/AyuktaH/saMskftaH/saMskAritaH/saMhitaH/sopakAradravyayuktaH/upapAditaH/parinirmitaH/udyataH/as/udyuktaH/BU/sajjIBU#}
preparedness,s.,{#sidDatA/sidDiH/prastutatvaM/udyatatvaM/udyuktatvaM#}
preparer,s.,{#upakalpakaH/parikalpakaH/AyojanakarttA/sidDi/karttA/sADakaH/racakaH/viracakaH/saMskarttA#}
pre-payment,s.,{#pUrvvaSoDanaM/pUrvvaSudDiH/pUrvvamidDiH/pUrvvadAnaM#}
prepense,,{#drohacintA/vyApAdaH/drohacintApUrvvaM/budDipUrvvaM/matipUrvvaM/kAmatas;/abudDipUrvvakaM/amatipUrvvakaM/akAmAt#}
preponderance,s.,{#BArADikyaM/BArAti/riktatA/BArAtirekyaM/aDikaBAraH/atiriktaBAraH/gurutaraBAraH/aDikapraBAvaH/praBAvADikyaM/praDAnatA/prADAnyaM/praBavizRutA/praBAvaH/prAbalyaM/prabalatA/gOravaM/aDikaSaktiH/balADikyaM#}
preponderant,a.,{#aDikaBArI/atiriktaBArI/atiBArI#}
preponderate,v. n.,{#aDikaBArI/as/atirikta/BArI/BU/atiBArI/BU/gurutaraBArI/BU/gurutaraH/BU/vfD/varDate/vfD/aDikaH/aDikapraBAvaH/BU/as/aDikaSaktiH#}
preposition,s.,{#upasargaH#}
prepositional,a.,{#OpasargikaH/upasargasambanDI#}
prepossess,v. a.,{#cittAkarzaRaM/Avfj#}
prepossessed,p. p.,{#AkfzwacittaH/AkarzitacittaH/pUrvvA/karzitaH/praTamadarSanAdapi/saNgI/sasaNgaH#}
prepossessing,a.,{#darSanamAtrAt/avalokanakzaRAt/praTamadarSanAt/cittAkarzakaH/dfzwamAtracittAkarzakaH/cittApahArI#}
prepossession,s.,{#cittAkarzaRaM/saNgaH/grahaH/AgrahaH/pakzapAtaH#}
preposterous,a.,{#viparItaH/viparIta/kramaH/viparyyastaH/asaNgataH/ayuktaH/anarTakaH/yuktivirudDaH/asambadDaH/ayuktikaH/nyAyavirudDaH/asamaYjasaH/ayaTocitaH#}
preposterously,adv.,{#asaNgataM/ayuktaM/ayuktipUrvvaM/yuktivirudDaM/viparItakrameRa#}
preposterousness,s.,{#asaNgatatvaM/ayuktatA/yuktivirudDatA/ayuktiH/anarTakatA/asambadDatA/nyAyavirudDatA/asAmaYjasyaM/vEparItyaM/kramaviparyyAsaH/viparItatA#}
prepotency,s.,{#praBAvADikyaM/balADikyaM/prabalatA#}
prepuce,s.,{#liNgAgratvak/SiSnAgratvak/liNgAgracarmma/agratvak/sevanaM/sIvanI#}
prerequisite,a.,{#pUrvvAkAMkzitaH/pUrvvApekzitaH/pUrvvAvaSyakaH#}
prerequisite,s.,{#pUrvvAvaSyaMkavizayaH/pUrvvAkAMkzitavizayaH/pUrvvAvaSyakavastu#}
prerogative,s.,{#viSezADikAraH/asADAraRADikAraH/advitIyADikAraH/asAmAnyADikAraH/viSezaSaktiH/asADAraRaSaktiH/advitIyakzamatA/viSezasattA#}
presage,s.,{#pUrvvalakzaRaM/pUrvvaliNgaM/pUrvvacihnaM/pUrvvasUcanA/BavizpatsUcanA#}
presage,v. a.,{#pUrvvaM/sUcayati/pUrvvalakzaRa/dA/kf#}
prescience,s.,{#pUrvvajYAnaM/agrajYAnaM/agranirUpaRaM/BavizpajjYAnaM/BAvijYAnaM/BavizpajYAnaM/BavizpadarSanaM/pravekzaRaM#}
prescient,a.,{#BavizpajYAnI/BAvijYAnI/BavizyadarSI/BavizyajjYAnI/BavizyaddarSI/pravekzyan/prapaSyan/anAgatadarSI#}
prescribe,v. a.,{#nirdiS/AdiS/pradiS/vinirdiS/kxp/prakxp/viDA/saMviDA/AjYA/cud/pracud/SAs/praSAs/anuSAs/sUc/viDiM/kf/nirdiS#}
prescribe,v. n.,{##}
prescribed,p. p.,{#nirdizwaH/nidizwaH/vihitaH/niyamitaH/coditaH/pracoditaH/viDyuktaH/viDi/proktaH/uditaH/vEDikaH/vEDaH/vAcanikaH/uddizwaH/viDIyamAnaH#}
prescriber,s.,{#nirdezwA/nirdeSakaH/AdezwA/viDAyI/anuSAsakaH#}
prescript,s.,{#nirdeSaH/AdeSaH/viDiH/viDAnaM/AjYA#}
prescription,s.,{#nirdeSaH/AdeSaH/nideSaH/viDAnaM/viDiH/codanaM/pracodanaM/niyamaH/SAsanaM/SAstiH/anuSAsanaM/preraRA/vacanaM/upacAraleKaH/upacA/rapatraM/cikitsAleKaH/cikitsApatraM/OzaDaviDiH/OzaDaviDAnaM/upacAraviDiH/anAdiparamparA/cirakAla/BogaH/cirakAlavyavahAraH/cirakAlInavyavahAraH/cirakAlaparamparA/prAcInavyavahAraH/prAcInaBogaH/AcAraH#}
prescriptive,a.,{#anAdiparamparAprAptaH/anAdiparamparAyAtaH/cira/kAlaBuktaH/cirakAlavyavahftaH/cirakAlavyavahAritaH/cirakAlaBogASrayI/ciravyavahArasidDaH/AcArikaH/vyavahArikaH#}
presence,s.,{#pratyakzatA/samakzatA/ABi/muKyaM/aBimuKatA/sanniDAnaM/sAnniDyaM/sanniDiH/pArimuKyaM/sammuKatA/vidyamAnatA/varttamAnatA/antikaM/aparo/kzatA/upasTAnaM/upasTitiH/matsanniDAne;/pratyakze/samakzaM/sAkzAt/agre/sammuKaM/pratimuKaM/aBitas;/sakASaM/samIpaM/antikaM/sAkzAt;/samIpaM;/matsakASaM/mamAntikaM/AkAraH/AkftiH/rUpaM/SarIrarUpaM/SarIrAkAraH/SarIrasaMsTAnaM/cittABrAntiH/avyagracittatvaM/avyagratA/aBrAntacittatvaM/svasTacittatvaM/sTiracittatA/asamBramaH/avyastatA/avyAkulatA/sAvaDAnatA/cittasattvaM/sattvaM/astabDatA;/avyagracittaH/tatkAlaDIH#}
presence-chamber,s.,{#darSanaSAlA/darSanagfhaM/rAjadarSanaSAlA#}
present,a.,{#pratyakzaH/vidyamAnaH/varttamAnaH/aBimuKaH/pArimuKikaH/upasTAyI/upasTitaH/sannihitaH/aparokzaH/sammuKaH/sammuKInaH/sanniDisTaH/aBi/muKasTaH/antikaH/samIpaH/upasTA/vft/samAs/prastutaH/vidyamAnaH/upasTitaH/prakftaH/prastutavizayaH/varttamAnaH/tAtkAlikaH/tatkzaRikaH/sadyaskAlInaH/sadyaskaH/varttamAnakAlInaH/aDunAtanaH/idAnIntanaH/ADunikaH/sAmpratikaH/prastutakAlInaH/adyatanaH/EhikaH/EhakAlikaH/anapetaH/varttamAnakAlaH/tatkAlaH/tatkzaRaH/sadyaskAlaH/tadAtvaM/ihakAlaH/sAmpratakAlaH/ihasamayaH/asti/BavantiH/varttamAnakAle/tatkAle/tatkzaRe/sadyaskAle/ihakAle/ihasamaye/idAnIM/aDunA/iha/aDunAtanakAle/samprati/sAmprataM/sAmpratakAle/etarhi/adya/prastutakAle;/prastutakAlaM/sAmpratakAlaM/ihakAlaM/sAmprataM/varttamAnaM/vidyamAnaM;/kI/sAvaDAnaH/aBrAntacittaH/sTiracittaH/avyagracittaH/svasTacittaH/samAhitacittaH/samAhitamanAH/susamAhitaH/avyAkulacittaH/tatkAlaDIH/avahitaH#}
present,s.,{#dAnaM/pradAnaM/sampradAnaM/dattaM/upadA/upadAnakaM/upAyanaM/dakziRA/upahAraH/upagrAhyaM/upaQOkanaM/prItidAnaM/pradeSanaM/prAdeSanaM/pAritozikaM/prABftaM/vitaraRaM/varttamAnakAlaH/tatkAlaH/tatkzaRaH/sadyaskAlaH/tadAtvaM/sAmpratakAlaH/aDunAtanakAlaH/idAnIntanakAlaH/prastutakAlaH/ApAtaH/BavantiH/asti/pramuKaM;/dfzwAdfzwaM#}
present,v. a.,{#praviS/dfS/puraskf/parasamIpaM/(darSayati/upasTA/praviS/praveSaM/kf/upasTitaH/AvirBU/prAdurBU/dfS/lakz/dfS/pradfS/pratyakzIkf/prakawIkf/prAduzkf/Avizkf/vyaktIkf/sUc/prakAS/prasf/Ahf/upAhf/aByAhf/upahf/samupahf/upahArIkf/pradA/aBidA/sampradA/upadA/dA/prayam/grah/pratigrah/pratipad/upapad/f/samf/nivid/nikzip/upaQOk/QOk/upasTA/upaniGA/upaharaRaM/kf/upahf/upahArIkf/nivid/nivedanaM/kf/nirvap/utsfj/dA/pradA/upadA/upanyas/nivid/f/samf#}
presentable,a.,{#praveSanIyaH/darSanIyaH/deyaH/pradeyaH/upahAryyaH/nive/danIyaH/saByaH/saBAyogyaH/pAMkteyaH/pAMktyaH/asaByaH/apAMkteyaH/apAMktaH/apAMktyaH#}
presentation,s.,{#upaharaRaM/pratipAdanaM/pratipattiH/arpaRaM/samarpaRaM/nivedanaM/pradAnaM/aBivAhyaM/balidAnaM/nirvapaRaM/nirvApaRaM/nirvApaH/utsargakaraRaM/DarmmADyApakavftti/pratipAdanaM/DarmmavfttiniyojanADikAraH/mUQagarBaH#}
presented,p. p.,{#prave/SitaH/puraskftaH/parasamIpaM/parasakASaM/parasAkzAd/AnItaH/darSitaH/pradarSitaH/pratya/kzIkftaH/prasAritaH/upahftaH/samupahftaH/pradattaH/prattaH/arpitaH/samarpitaH/pratipAditaH/upapAditaH/upanItaH/upa/nihitaH/upasTApitaH/QOkitaH/upaQOkitaH/upahftaH/upahArIkftaH/nirvApitaH/niveditaH/utsfzwaH/arpitaH/dattaH/pradattaH/nIttaH/nihitaH/nikziptaH/viSrARitaH/vitIrRaH/upanyastaH/samarpitaH#}
presentiment,s.,{#pUrvvaboDaH/agraboDaH/pUrvvavAsanA/pUrvvavedanaM/agravedanaM/pUrvvaBAvanA/pUrvvakalpanA#}
presently,adv. | a.,{#tatkAle/tatkzaRe/sadyaskAle/anantaraM/aci/reRa/acirAt/kzaRAntare/nacireRa/nacirAt/SIGraM/sadyas/ASu/Jawiti/sapadi/drAk/anantaraM#}
preservable,a.,{#rakzaRIyaH/saMrakzaRIyaH/rakzyaH/saMrakzyaH/rakzitavyaH/gopanIyaH/gopyaH/pAlanIyaH/avanIyaH#}
preservation,s.,{#rakzaRaM/rakzA/parirakzaRaM/aBirakzA/saMrakzA/saMrakzaH/guptiH/trARaM/paritrARaM/pAlanaM/pratipAlanaM/paripAlanaM/gopanaM/saMgopanaM/avanaM/tAraRaM/pozaRaM/sTitiH#}
preservative,a.,{#rakzakaH/saMrakzakaH/rakzI/rakzaRakArI/pAlakaH/gopakaH/gopilaH/pOzwikaH/rakzitA/tArakaH/rakzaRasADakaH#}
preservative,s.,{#rakzaRaM/rakzaRasADanaM/rakzaRopAyaH/trARaM/trARasADanaM/traM/guptisADanaM/pAttraM#}
preserve,v. a.,{#rakz/rakzati/aBirakz/parirakz/saMrakz/pratirakz/trE/trAyate/trAtuM/paritrE/saMtrE/pAl/pAlayati/paripAl/aBipAl/pratipAl/anupAl/sampAl/upapAl/pA/pAti/paripA/gup/gopAyati/goptuM/gopayati/aBigup/anugup/pragup/tF/(tArayati/av/avati/Df/DArayati/paryAp/(parIpsati/pariprAp/rakzaRaM/kf/Df/sanDf/Bf/samBf/puz/pozayati/sanDA/upaskf/mizwIkf#}
preserve,s.,{#mizwaPalaM/sanDitaPalaM/sanDitaM/vItaMsaH/vitaMsaH/jaNgalapa/kzyAdirakzaRasTAnaM#}
preserved,p. p.,{#rakzitaH/saMrakzitaH/aBirakzitaH/trARaH/trAtaH/guptaH/gopitaH/saMgopitaH/pAlitaH/pratipAlitaH/paripAlitaH/gopAyitaH/tAritaH/avitaH/DAritaH/BftaH/pozitaH/sanDitaH/upaskftaH#}
preserver,s.,{#rakzakaH/rakzI/trAtA/pAlakaH/pAlaH/pAlayitA/rakzitA/saMrakzakaH/goptA/gopakaH/saMgopakaH/gopaH/gopI/guptakaH/gopilaH/gopAyakaH/tArakaH/rakzaRakArI/rakzaRakarttA/pAlanakArI/pAlanakft/paH/guptikarttA/sTitikarttA#}
preside,v. a.,{#aDizWA/samaDizWA/aDyAs/aDIS/aDyakzaH/BU/as/aDikftaH/aDikArI/aDiBU/praBU/as/avekz/kAryya#}
presided over,p. p.,{#aDizWitaH/samaDizWitaH/aDyAsitaH/praBUtaH#}
presidency,s.,{#aDyakzatA/aDikAraH/aDI/kAraH/aDizWitiH/aDizWAnaM/aDyAsaM/aDizWAtftvaM/aDyakzatA/aDyakzapadaM/aDikAritvaM/aDISatA/ADipatyaM/praButA/upadrazwftvaM/deSaH/vizayaH/maRqalaM#}
president,s.,{#aDyakzaH/aDizWAtA/aDyAsInaH/aDikArI/aDikftaH/aDISaH/aDipatiH/aDipaH/patiH/praBuH/aDISvaraH/karmADyakzaH/SrezWI/nAyakaH/prAmARikaH/upadrazwA/muKyaH/udAsTitaH;/saBApatiH/saBADyakzaH/saBAnAyakaH/gozWIpatiH#}
presidentship,s.,{#aDyakzatA/aDizWAtftvaM/ADipatyaM#}
presiding,a.,{#aDyAsInaH/aDyakzaH/aDi/zWAtA#}
press,v. a.,{#pIq/pIqayati/sampIq/nipIq/aBinipIq/ApIq/saMkuc/saMhf/pratisaMhf/Gaww/saMGaww/saMvf/saMhan/prer/kfz/Akfz/samAkfz/praRud/aByarT/yAc/udvij/Ayas/Akram/upasTA/atinirbanDena/Sikz/balena/balAtkAreRa/pravft/bAD/bADate/prabAD/paribAD/aDibAD/pIq/upapIq/aBipIq/kliS/vyaT/taz/santaz/udvij/kleSaM/kf/dA/balAtkAreRa puruzAn DftvA nAvi#}
press,v. n.,{#yatnatas/mahAyatnena/sodyogaM/pragam/agre/sf/Akram/aBikram/aDyAkram/upasTA/samupasTA/pratyupasTA/bAD/bADate/prabAD#}
press,s.,{#cakrayantraM/cakraM/pIqanayantraM/peza/RayantraM;/paraYjaH/tElikayantraM/tElikacakraM/mudrANkanayantraM/mudrANkanacakraM/mudritapustakagaRaH/mudrANkitapustakasamUhaH/janasammardaH/janasaNkulaM/lokasaMGaH/lokasammardaH/bADA/nirbanDaH/pIqA/BAraH#}
pressed,p. p.,{#pIqitaH/nipIqitaH/sampIqitaH/GawwitaH/saMGawwitaH/preritaH/atinirbanDena prArTitaH/bADitaH/pIqitaH/kleSitaH#}
presser,s.,{#pIqakaH/pIqayitA/bADakaH/prabADakaH#}
pressing,a.,{#atiprArTakaH/atiyAcakaH/nirbanDaSIlaH/bADakaH#}
pressingly,adv.,{#nirbanDena/sanirbanDaM/AgraheRa/sAgrahaM/sabADaM#}
pressure,s.,{#pIqA/pIqanaM/nipIqanaM/SaktiH/balaM/vegaH/BAraH/praBAvaH/preraRA/pravarttanaM/praRodaH/prarocanaM/protsAhaH/bADaH/kleSaH/pIqA/AkulatA#}
prestige,s.,{#mAyASaktiH/mAyA/mohanaSaktiH/AkarzaRaSaktiH/indri/yajAlaM/indrajAlaM/vaYcanaSaktiH/pratAraRaSaktiH#}
prestigious,a.,{#mAyAkaraH/mAyAvI/mAyAmayaH/mAyI/EndrajAlikaH/mohI#}
presto,adv.,{#drutaM/oGaH/SIGraM/kzipraM/tvaritaM/satvaraM/avilambitaM#}
presume,v. a.,{#avicAryya/avicArapUrvvaM/anirRayapUrvvaM/ani/Scitya/tark/tarkayati/anutark/avagam/Uh#}
presume,v. n.,{#Dfz/DfzRoti/DarzituM/praDfz/DfzwatvAt/DfzwatvAt/anaDi/atikram/Dfzwavat/pragalB/dfp/dfppati#}
presumption,s.,{#anumAnaM/anumitiH/anumA/anumeyatvaM/anirRayapUrvvam/aniScayapUrvvam/tarkaH/anumAnagrahaRaM/samBAvanA/sammAvanIyatA/samBavaH/satyasaNkASatA/DfzwatA/DArzwyaM/DarzaH/pragalBatA/prAgalByaM/darpaH/aBimAnaM/atyaBimAnaM/nirlajjatvaM/ahaNkAraH/avalepaH/smayaH/atyAcAraH#}
presumptive,a.,{#AnumAnikaH/anumAnamidDaH/samBAvitaH/samBAvyaH/samBAvanIyaH/anumAnAvalambI/anumAnaM/arTApattiH/samBAvitasTAnADikArI/sapratibanDasTAnADikArI/salopasTAnADikArI/uttarADikArI#}
presumptuous,a.,{#GfzwaH/DfzRuH/pragalBaH/praDfzwaH/praDarzitaH/dfptaH/avaliptaH/aBimAnI/atyaBimAnI/sAhasikaH/DfzRak/nirlajjaH/aBimAnamUlaH#}
presumptuously,adv.,{#saDarzaM/saDArzwyaM/DfzwaM/praDarzitaM/Dfzwavat/saprAgalByaM/prAgalByena/pragalBaM/pragalBavat/sABimAnaM/aBimAnapuraHsaraM#}
presumptuousness,s.,{#DArzwyaM/DfzRutvaM/DfzwatA/pragalBatA/prAgalByaM/praDfzwatA/dfptatA/avaliptatA/aBimAnaM/atyaBimAnaM/aBimAnitA/sAhasikatvaM#}
presuppose,v. a.,{#pUrvvaM/BU/sUc/sUcayati#}
presupposed,p. p.,{#pUrvvakalpitaH/pUrvvaBAvitaH/pUrvvagfhItaH#}
presupposition,s.,{#pUrvvakalpanA/pUrvvaBAvanA/pUrvvagrahaRaM/pUrvvamataM#}
pretence,s.,{#Cadma/apadeSaH/vyapadeSaH/CalaM/vyAjaH/upaDA/kUwaH/kapawaH/kEtavaM/GvajIkaraRaM/mizaM/miTyAhetuH/miTyAnimittaM/hetuH/nimittaM;/SAstrADyayanahetunA/aDikAraH/aBimAnaM/aBiyogaH;/miTyA/BimAnaM/miTyABiyogaH#}
pretend,v. a. | s.,{#DvajIkf/Cal/Calayati/DArayati/Bf/dfS/miTyA/miTyAsupto/sandarSayati;/DarmmaDvajI/AryyarUpaH/aBiman/miTyA/aBipretaH/vidyABipretaH/vidyABimAnI#}
pretended,p. p.,{#CAdmikaH/kOwikaH/kOwaH/savyAjaH/saCalaH/GvajIkftaH/GvajI/Cadma/kapawa/kUwa/miTyA/tApasaDvajI/CadmatApasaH/kUwatApasaH;/miTyopacAraH;/miTyAhetuH/miTyAnimittaM#}
pretendedly,adv.,{#miTyA/sakapawaM/savyAjaM/sakUwaM/Calena/Cadma/kapawa/miTyAprasuptaH/kapawaDarmmI#}
pretender,s.,{#CAdmikaH/savyAjaH/veSaDArI/aBimAnI/aBiyoktA/aBiyogI/DvajI/manya/miTyA/vidyABimAnI/vidyABipretaH/miTyApaRqitaH/paRqitammanyaH/vidyADvajI/kapawaDarmmI/DarmmaDvajI/savyAjaDarmmI/DarmmABimAnI/DArmmi/kaveSaDArI/rAjyABiyogI/rAjyasvatvavAdI/rAjyalipsuH#}
