Entry No,Word Info,Definition,Transliteration
6990,"Mute,",{%a.%},"mUka, jaqa, jaqavAc, vAkSUnya,"
6991,"Mutilate,",{%v. t.%},vyaMgIkf
6992,"Mutiny,",{%s.%},sEnyadrohaH- aparAgaH-virakti
6993,"Mutter,",{%v.%},asPuwaM-aspazwaM vad
6994,"Mutton,",{%s.%},"mezamAMsaM, avimAMsaM"
6995,"Mutual,",{%a.%},"paraspara, anyonya, miTaH, itaretara,"
6996,"Muzzle,",{%s.%},GoRA
6997,"Myography,",{%s.%},snAyuvarRanaM
6998,"Myope,",{%s.%},alpadfS
6999,"Myriad,",{%s.%},"ayutaM, daSasahasraM"
7000,"Myrmidon,",{%s.%},"paricaraH, krUraparicaraH"
7001,"Myrobalan,",{%s.%},"AmalakaH-kI-kaM, tizyaPalA,"
7002,"Myrrh,",{%s.%},"bolaH, gaMDarasaH, rasagaMDaH, prARaH,"
7003,"Mystery,",{%s.%},"rahasyaM, ni-, gUQaM, guhyaM, gUQArTaH,"
7004,"Mystic,-al,",{%a.%},"gUQa, gupta, gahana;"
7005,"Myth, Mythe,",{%s.%},"purARaM, purAvfttaM, purARa-purA-"
7006,"N.}


<L>7006<pc>302<k1>nab<k2>nab
{Nab,",{%v. t.%},akasmAt Df
7007,"Nacre, Naker,",{%s.%},"muktAsPowaH, SuktipuwaM"
7008,"Nadir,",{%s.%},aDobiMduH
7009,"Nag,",{%s.%},"aSvakaH, GowakaH;"
7010,"Naiad,",{%s.%},"jaladevatA, apsaras"
7011,"Nail,",{%s.%},"naKaH-KaM, naKaraH-raM, kararuhaH, punarBavaH,"
7012,"Naive,",{%a.%},"sarala, dakziRa, nirvyAja, nirvyalIka"
7013,"Naked,",{%a.%},"nagna, vivastra, nir"
7014,"Name,",{%s.%},nAman
7015,"Nap,",{%s.%},"alpa-svalpa-nidrA, adIrGanidrA"
7016,"Nape,",{%s.%},"manyA, GAwA, avawuH, kfkAwikA"
7017,"Napkin,",{%s.%},"muKa-vadana-mArjanavastraM, naktakaH"
7018,"Narcotic,",{%a.%},nidrA
7019,"Nard,",{%s.%},"jawilA, jawAmAMsI, tapasvinI,"
7020,"Narrate,",{%v. t.%},varR
7021,"Narrow,",{%a.%},"avistfta, avistIrRa, saM-ni-rudDa,"
7022,"Nasal,",{%a.%},anunAsika
7023,"Nascent,",{%a.%},prAdurBavat; varDizRu
7024,"Nasty,",{%a.%},"malina, aSudDa, samala, apavitra,"
7025,"Natal,",{%a.%},janma
7026,"Natant,",{%a.%},"tarat, plavat"
7027,"Nation,",{%s.%},"rAzwraM, janapadaH, deSaH, vizayaH;"
7028,"Native,",{%a.%},"deSaja, deSIya, deSodBava, svadeSo-"
7029,"Natron,",{%s.%},sarji
7030,"Natty,",{%a.%},"SoBana, parimfzwa, sureKa, vinIta"
7031,"Nature,",{%s.%},sfzwi
7032,"Naught,",{%s.%},"na kimapi, na kiMcit-kiMcana"
7033,"Naughty,",{%a.%},"duzwa, upadravin, durvftta, pratIpa,"
7034,"Naumachy,",{%s.%},nOyudDaM
7035,"Nausea,",{%s.%},"vamanaM, utkledaH, vamanecCA"
7036,"Nautic, -al,",{%a.%},nAvika
7037,"Naval,",{%a.%},samudra
7038,"Nave,",{%s.%},nABi-BI
7039,"Navel,",{%s.%},nABi-BI
7040,"Navigable,",{%a.%},"nAvya, nOtArya, nOgamya"
7041,"Navigate,",{%v.%},nAvA tF
7042,"Navy,",{%s.%} (,yudDa-
7043,"Nay,",{%adv.%},"na, nahi;"
7044,"Neap,",{%a.%},"nIca, nimna"
7045,"Near,",{%prep.%},samIpaM-pe
7046,"Neat,",{%a.%},"SudDa, SoBana, parizkfta, vinIta,"
7047,"Nebula,",{%s.%},"SuklaM, SuklapawalaM"
7048,"Nebulous,",{%a.%},"meGAvfta, meGAcCanna;"
7049,"Necessary,",{%a.%},"avaSya, avaSyaMBAvin, apari-"
7050,"Necessity,",{%s.%},"avaSyaMBAvitA, ananyagatitvaM,"
7051,"Neck,",{%s.%},"grIvA, galaH, kaMWaH, kaDarA-raH, Siro-"
7052,"Necrology,",{%s.%},mftajanavfttAMtaH
7053,"Necromancy,",{%s.%},pretasidDi
7054,"Nectar,",{%s.%},"amftaM, suDA, pI(pe)yUzaM, suDA-"
7055,"Need,",{%s.%},"prayojanaM, kAryaM, arTaH, upayogaH,"
7056,"Needle,",{%s.%},sUci-cI
7057,"Nefarious,",{%a.%},"atiGora, atiduzwa, niMdya,"
7058,"Negative,",{%a.%},"asvIkArArTaka, nizeDArTaka,"
7059,"Neglect,",{%-v. t.%},upekz
7060,"Negotiate,",{%v. i.%},vyavahf
7061,"Negro,",{%s.%},"SyAmadehaH, kfzRAMgaH"
7062,"Neigh,",{%v. i.%},hez-hrez-rez
7063,"Neighbour,",{%s.%},prativeSin
7064,"Neither, (nor)","{%a., conj.%}","na-na va, na ca na ca,"
7065,"Neogamist,",{%s.%},"navoQaH-QA, navaBAryA, navapatiH"
7066,"Neology,",{%s.%},nUtananyAyaH-mataM
7067,"Neophyte,",{%s.%},"navaSizyaH-CAtraH, anaByastaH,"
7068,"Nepenthe,",{%s.%},duHKaSamanaM
7069,"Nephew,",{%s.%},"BrAtrIyaH, BrAtfvyaH-jaH, BrAtfpatraH-"
7070,"Nephritic,","{@-ai,@} {%a.%}",vfkkasaMbaMDin
7071,"Nepotism,",{%s.%},"jYAtyatisnehaH, kulapakzapAtaH"
7072,"Nereid,",{%s.%},jala-samudra-devatA
7073,"Nerve,",{%s.%},"SirA, vasnasA, snasA; Damani-nI"
7074,"Nescience,",{%s. See%} {@Ignorance.@},
7075,"Nest,",{%s.%},"nIqaH-qaH, kulAyaH, nilayaH, pakzisTAnaM-"
7076,"Net,",{%s.%},"jAlaM, pASaH, baMDanaM-nI, pASabaMDaH, vi-"
7077,"Nether,",{%a.%},aDas
7078,"Nettle,",{%s.%},pItaparRI
7079,"Neural,",{%a.%},vasnasA-SirA-saMbaMDin
7080,"Neurology,",{%s.%},SirAvarRanaM
7081,"Neurotomy,",{%s.%},SirAcCedavidyA
7082,"Neuter,",{%a.%},"napuMsaka, klIba, tftIya"
7083,"Never,",{%adv.%},"na kadAcit, na kadApi, na"
7084,Nevertheless.,{%conj.%},"taTApi, kiMtu, punaH,"
7085,"New,",{%a.%},"nava, navIna, aBinava, nUtana, pratyagra"
7086,"News,",{%s.%},"vArtA, vfttAMtaH, pravftti"
7087,"Newt,",{%s.%},kzudragoDA
7088,"Next,",{%a.%} (Of time),AgAmin;
7089,"Nexus,",{%s.%},"baMDaH, sAMDiH"
7090,"Nib,",{%s.%},caMcu
7091,"Nibble,",{%v. t.%} (,alpAlpaM
7092,"Nice,",{%a.%},"lalita, SoBana, su"
7093,"Niche,",{%s.%} (,pratimA
7094,"Nick,",{%s.%},graMTiH; avacCedaH
7095,"Nickname,",{%s.%},"saMjYA, upADiH, upADinAman"
7096,"Nictate,",{%v. i.%},nimiz
7097,"Nidification,",{%s.%},"nIqakaraRaM, kulAyaracanaM"
7098,"Niece,",{%s.%},"BrAtfkanyA-sutA, BrAtrIyA"
7099,"Niggard,",{%s.%},"kfpaRaH, kzudraH, kadaryaH"
7100,"Niggle,",{%v. i.%},kAlApavyayaM kf
7101,"Nigh,","{%a., adv. See%} {@Near.@}",
7102,"Night,",{%s.%},"rAtri-trI, rajaniH-nI, kzapA, niSA,"
7103,"Nightingale,",{%s.%},"priyagItaH, bulbulaH"
7104,"Nihil,",{%s.%},"SUnyaM, aBAvaH"
7105,"Nimble,",{%a.%},"capala, laGu, laGugati, laGuSarIra,"
7106,"Nine,","{%a., s.%}",navan;
7107,"Ninny,",{%s.%},"alpaDIH, mUrKaH, jaqaH"
7108,"Nip,",{%v. t.%},"ni-, kft"
7109,"Nipple,",{%s.%},"cUcukaH-kaM, stana-kuca-agraM, stana-"
7110,"Nit,",{%s.%},"likzA, yUkAMqaM"
7111,"Nitre,",{%s.%},"yavakzAraH, yavAgrajaH, pAkyaH"
7112,"Nitrogen,",{%s.%},nirguRavAyu
7113,"No,",{%adv.%},"na, no, nahi;"
7114,"Noble,",{%a.%},"kulIna, aBijAta, Arya, aBijana-"
7115,"Nocent,",{%a. See%} {@Mischievous.@},
7116,"Noctavagant,",{%a.%},rAtricara
7117,"Nocturnal,",{%a. See%} {@Nightly.@},
7118,"Nod,",{%s.%},"SiraH-kaMpaH-cAlanaM, SiraHsaMjYA-saMketaH"
7119,"Nodated,",{%a.%},"graMTila, graMTimat"
7120,"Noddle,",{%s. See%} {@Head.@},
7121,"Noddy,",{%s. See%} {@Idiot.@},
7122,"Node,",{%s.%},pAtaH
7123,"Nodose,",{%a.%},"graMTila, graMTimat"
7124,"Nodule,",{%s.%},"GanaH, piMqaH; SarkarA, lozwaH"
7125,"Noise,",{%s.%},"ni-, nAdaH, DvaniH, SabdaH, ni-, svanaH,"
7126,"Noisome,",{%a.%},"durgaMDa, pUtigaMDi, kutsita, duzwa,"
7127,"Nomad, -ic,",{%a.%},paSucAraRopajIvin; asTira-
7128,"Nome,",{%s.%},"pra-, deSaH, deSaBAgaH"
7129,"Nomenclature,",{%s.%},"pariBAzA, pAriBAzika-"
7130,"Nominal,",{%a.%},"nAmasaMbaMDin, nAmavizayaka"
7131,"Nominate,",{%v. t.%},nAma-saMjYAM-kf
7132,"Non,",(a prefix) Ex. by,"a, an;"
7133,"Nonage,",{%s.%},"bAlyaM, bAlyadaSA;"
7134,"Nonagenarian,",{%s.%},navativarzIyaH
7135,"Nonagon,",{%s.%},navakoRAkfti
7136,"Nonce,",{%s.%},"avasaraH, kAlaH;"
7137,"Nonchalance,",{%s.%},"OdAsInyaM, anapekzA"
7138,"Nondescript,",{%a.%},"vicitra, aparUpa, vilakzaRa"
7139,"None,",{%a.%},"na kaScit, na kopi, na kaScana, na"
7140,"Nonentity,",{%s.%},"aBAvaH, asaMBavaH, asattA,"
7141,"None-such,",{%s.%},nirupamaM
7142,"Nonfeasance,",{%s.%},akarman
7143,"Nonpareil,",{%a.%},"apratima, anupama, advitIya"
7144,"Nonplus,",{%v. i.%},kuMW
7145,"Nonsense,",{%s.%},asaMbadDa-anarTaka-vAkyaM-vacanaM-
7146,"Nonsuited,",{%a.%},"nazwa-hIna-vAda, avasanna, a-"
7147,"Noodle,",{%s.%},"mUQaH, mUrKaH, alpaDIH, jaqamatiH"
7148,"Nook,",{%s.%},"koRaH, asraH; viviktasTAnaM"
7149,"Noon,",{%s.%} (N. -time),"maDyAhnaH, maDyadinaM,"
7150,"Noose,",{%s.%},"pASaH, vAgurA, baMDanaM;"
7151,"Nor,",{%conj.%},"na ca, na vA;"
7152,"Norm,",{%s.%},"AdarSaH, nidarSanaM"
7153,"North,",{%s.%},"uttarA, udIcI, uttaradiS-diSA,"
7154,"Nose,",{%s.%},"nAsA, nAsikA, GrARaM, GoRA, nasA,"
7155,"Nosology,",{%s.%},roganidAnaSAstraM
7156,"Nostrum,",{%s.%},guptOzaDaM
7157,"Not,",{%adv.%},"na, no, na hi"
7158,"Notch,",{%s.%},"CedaH, daMtaH, BaMgaH;"
7159,"Note,",{%s.%},"liMgaM, lakzaRaM, cihnaM, aMkaH; aBijYAnaM"
7160,"Nothing,",{%s.%},"aBAvaH, SUnyaM, asat"
7161,"Notice,",{%v. t.%},lakz
7162,"Notify,",{%v. t.%},"vi-, jYA"
7163,"Notion,",{%s.%},mati
7164,"Notorious,",{%a.%},"prasidDa, pra-vi-KyAta, praTita,"
7165,"Notwithstanding,",{%part.%},"taTApi, tadapi,"
7166,"Nought,",{%s. See%} {@Naught.@},
7167,"Noun,",{%s.%},nAman
7168,"Nourish,",{%v. t.%},"pari-, puz"
7169,"Novel,",{%a.%},"nava, nUtana, navIna, apUrva, adfzwa-"
7170,"November,",{%s.%},kArtikamArgaSIrzaM
7171,"Novennial,",{%a.%},navavarzIya
7172,"Novercal,",{%a.%},"vEmAtrIya, vEmAtfka"
7173,"Novice,",{%s.%},"SEkzaH, prATamakalpikaH, navaSizyaH-"
7174,"Now,",{%adv.%},"aDunA, idAnIM, saMprati, sAMprataM,"
7175,"No-wise,",{%adv.%},"na sarvaTA, na kaTamapi"
7176,"Noxious,",{%a.%},"hiMsra, upadravin, hiMsaka, duzwa,"
7177,"Nozzle,",{%s.%},"nAsAgraM, proTaH, nastaH; agraM,"
7178,"Nubile,",{%a. See%} {@Marriageable.@},
7179,"Nubilous,",{%a.%},"meGAvfta, aBrAcCanna;"
7180,"Nucleus,",{%s.%},"bIjaM, garBaH; saMcayAspadaM"
7181,"Nude,",{%a.%},"nagna, vivastra;"
7182,"Nudge,",{%v. t.%},kUrpareRa cal
7183,"Nugatory,",{%a.%},"vyarTa, moGa, nirarTaka, nizPala,"
7184,"Nugget,",{%s.%},"piMqaH, GanaH"
7185,"Nuisance,",{%s.%},"utpAtaH, kaMwakaH,"
7186,"Null,",{%a.%},"moGa, vyarTa, nizPala, viPala, nirbala,"
7187,"Nulla,",{%s.%},praRAlI
7188,"Numb,",{%a.%},"jaqa, supta, stabDa, aspaMda, acetana,"
7189,"Number,",{%s.%},"saMKyA, rASiH"
7190,"Numbles,",{%s.%},mfgAMtrARi
7191,"Numeral,",{%s.%},"saMKyA, aMkaH"
7192,"Numerary,",{%a.%},niyatasaMKyaka
7193,"Numeration,",{%s.%},"saMKyAnaM, gaRanA"
7194,"Numerator,",{%s.%},"aMSaH, lavaH"
7195,"Numerical,",{%a.%},saMKyA
7196,"Numerous,",{%a.%},"bahu, bahusaMKya, bahula, BUri,"
7197,"Numismatics,",{%s.%},mudrAvidyA
7198,"Numskull,","{%s. See%} {@Idiot, Fool.@}",
7199,"Nun,",{%s.%},"parivrAjikA, tapasvinI, maWavAsinI,"
7200,"Nuncio,",{%s.%},DarmADyakzadUtaH
7201,"Nuncupative,",{%a.%},"SAbdika, vAcika, aliKita"
7202,"Nuptial,",{%a.%},"vEvAhika-OdvAhika,"
7203,"Nurse,",{%s.%},"DAtrI, upamAtf"
7204,"Nurture,",{%v. t.%},vinI
7205,"Nut,",{%s.%},"PalaM; bIjaM, garBaH"
7206,"Nutant,",{%a.%},praRataSiras
7207,"Nutrition,",{%s.%},"pozaRaM, pAlanaM, puzwi"
7208,"Nutriment,",{%s.%},"AhAraH, puzwidaM annaM"
7209,"Nutritious,-Nutritive,",{%a.%},puzwikara
7210,"Nux vomica,",{%s.%},varasvarA
7211,"Nuzzle,",{%v. i.%},nAsAM avanam
7212,"Nymph,",{%s.%},apsaras
7213,"Nymphomania,",{%s.%},"utkawA, suratecCA"
7214,"O.}


<L>7214<pc>312<k1>o<k2>o
{O, Oh,",{%interj.%},"he, BoH, ayi, aye, are; hA,"
7215,"Oaf,",{%s. See%} {@Fool.@},
7216,"Oak,",{%s.%},siMdUraH
7217,"Oakum,",{%s.%},KaMqitarajju
7218,"Oar,",{%s.%},kze(kzi)paRi-RI
7219,"Oasis,",{%s.%} (,marumaDye
7220,"Oath,",{%s.%},"SapaTaH, aBiSApaH, vacanaM, pratijYA,"
7221,"Obdurate,",{%a.%},"anamya, kaWina, kaWinahfdaya-"
7222,"Obeisance,",{%s.%},"namaskAraH; praRAmaH, praRati"
7223,"Obelisk,",{%s.%},sUcyAkAraH staMBaH
7224,"Obese,",{%a.%},"pIna, pIvara, sTUla;"
7225,"Obey,",{%v. t.%} (Orders),kf
7226,"Obit,","{%s. See%} {@‘Death,’ -uary,@} {%a.%}",mftyu-
7227,"Object,",{%s.%},"dravyaM, vastu"
7228,"Objuration,",{%s.%},SapaTaH
7229,"Objurgate,",{%v. t.%},niMd
7230,"Oblation,",{%s.%},"baliH, upahAraH, upAyanaM; havyaM,"
7231,"Obligate,","{%v. t. See%} Oblige, below.",
7232,"Oblige,","{%v. t.%} Ex. by causal of verbs,
gen. with",balena
7233,"Oblique,",{%a.%},"vakra, kuwila, jihma, asarala,"
7234,"Obliterate,",{%v. t.%},"vi-, lup"
7235,"Oblivion,",{%s.%},a-vi-smfti
7236,"Oblong,",{%a.%},"dIrGAkAra, Ayata, dIrGacaturasra"
7237,"Obloquy,",{%s.%},"niMdA, pari"
7238,"Obnoxious,",{%a.%},"vaSa, aDIna, Ayatta,"
7239,"Obscene,",{%a.%},"aSlIla, grAmya, anakzara, avAcya,"
7240,"Obscure,",{%a.%},"tamovfta, sAMDakAra, nizpraBa,"
7241,"Obsecrate,",{%v. t. See%} {@Entreat.@},
7242,"Obsequies,",{%s.%},"uttarakAryaM-kriyA, aMtyakftyaM,"
7243,"Obsequious,",{%a.%},"CaMdonuvartin, atyanuvartin,"
7244,"Observe,",{%v. t.%},dfS
7245,"Obsess,",{%v. t.%},A-viS
7246,"Obsolete,",{%a.%},"luptaprayoga, lupta, apracalita,"
7247,"Obstacle,",{%s.%},"aMtarAyaH, pratyUhaH, vyAGAtaH,"
7248,"Obstetric,",{%a.%},prasavasaMbaMDin
7249,"Obstinate,",{%a.%},"pratinivizwa, avineya, avaSya,"
7250,"Obstipation,",{%s.%},"staMBanaM, avaroDaH"
7251,"Obstreperous,",{%a.%},"bahuGozakArin, mahAsvana,"
7252,"Obstruct,",{%v. t.%},ruD
7253,"Obtain,",{%v. t.%},Ap
7254,"Obtest,",{%v. t. See%} {@Entreat.@},
7255,"Obtrude,",{%v. i.%},haWAt-AgaMtukatayA-balena-
7256,"Obtund,",{%v. t.%},GanIkf
7257,"Obvert,",{%v. t.%},aDomuKIkf
7258,"Obviate,",{%v. t.%},parihf
7259,"Obvious,",{%a.%},"spazwa, vyakta, sPuwa, parisPuwa,"
7260,"Occasion,",{%v. t.%},utpad
7261,"Occident,",{%s.%},"paScimA, pratIcI, paScimA dik"
7262,"Occiput,",{%s.%},mastaka-SiraH-pfzWaM
7263,"Occult,",{%a.%},"ni-, gUQa, durjYeya, durboDa, gahana, gupta,"
7264,"Occultation,",{%s.%},"AcCAdanaM, grAsaH"
7265,"Occupy,",{%v. t.%},ADi-zWA
7266,"Occur,",{%v. i.%},vft
7267,"Ocean,",{%s.%},"samudraH, sAgaraH, siMDuH, udanvAn,"
7268,"Ochre,",{%s.%},suvarRagErikaM
7269,"Ochlocracy,",{%s.%},prAkftajanapraButvaM
7270,"Octagon,",{%s.%},"azwAsraM, azwakoRAkfti"
7271,"Octave,",{%s.%},azwakaM
7272,"Octennial,",{%a.%},azwavArzika
7273,"October,",,ASvinakArtikaM
7274,"Octogenarian,",{%a.%},aSItivayaska
7275,"Octohedron,",{%s.%},azwapfzWaH
7276,"Octopetalous,",{%a.%},azwadala
7277,"Octosyllable,",{%s.%},azwAkzaraM
7278,"Octuple,",{%a.%},"azwaguRa, azwaviDa"
7279,"Ocular,",{%a.%},cAkzuza
7280,"Odd,",{%a.%},"vizama, asama, ayugma"
7281,"Ode,",{%s.%},"gItaM, gAnaM, geyaM"
7282,"Odious,",{%a.%},"garhita, kutsita, niMdya, garhya,"
7283,"Odontalgy(ia),",{%s.%},daMta-SUlaM-pIqA-vyaTA
7284,"Odour,",{%s.%},"gaMDaH, vAsaH;"
7285,"OEsophagus,",{%s. See%} {@‘Gullet.’@},
7286,"Of,","{%prep.%} Gen. ex. by genitive or by
comp.; ‘o. great strength’",mahAbala
7287,"Off,",{%adv.%},"dUre, dUraM, dUrataH;"
7288,"Offal,",{%s.%},"ucCizwaM, BuktAvaSezaH-zaM, SezAnnaM,"
7289,"Offend,",{%v.%},aparAD
7290,"Offer,",{%v. t.%},upa-nI
7291,"Office,",{%s.%},karman
7292,"Off-scouring,",{%s. See%} {@Dirt.@},
7293,"Off-set,",{%s.%},"prarohaH, aMkuraH"
7294,"Off-shoot,",{%s.%},"prarohaH, aMkuraH, SAKA"
7295,"Offspring,",{%s.%},"saMtAnaH, saMtati"
7296,"Offuscate,",{%v. t. See%} {@Obscure.@},
7297,"Oft, Often,","(O.-times), {%adv.%}","asakft,"
7298,"Ogle,",{%s.%},"kawAkzaH, kawAkza-apAMga-darSanaM, nayano-"
7299,"Ogre,",{%s.%},kravyAd
7300,"Oil,",{%s.%},"tElaM, snehaH, aByaMjanaM;"
7301,"Ointment,",{%s.%},"aMjanaM, vi-, lepaH-panaM, pra-anu-"
7302,"Old,",{%a.%} (Person),"vfdDa, sTavira, pravayas, pari-"
7303,"Oleaginous,",{%a.%},"snigDa, cikkaRa, medura, masfRa"
7304,"Oleander,",{%s.%},"prati(tI)hAsaH, karavIraH,"
7305,"Oleraceous,",{%a.%},SAkavizayaka
7306,"Olfactory,",{%s.%},"nasya, nAsA"
7307,"Olibanum,",{%s.%},"turuzkaH, piMqakaH, sihlaH,"
7308,"Oligarchy,",{%s.%},alpajanADipatyaM-praButvaM
7309,"Olio,",{%s. See%} {@Medley.@},
7310,"Olive,",{%s.%},jitavfkzaH
7311,"Omen,",{%s.%},"nimittaM, SakunaH-naM, lakzaRaM, cihnaM,"
7312,"Omit,",{%v. t.%},vfj
7313,"Omnifarious,",{%a.%},sarvaviDa-prakAra
7314,"Omnigenous,",{%a.%},sarvaprakAra-jAtIya
7315,"Omnipotent,",{%a.%},"sarvaSaktimat, sarvasamarTa-Sakti,"
7316,"Omnipresent,",{%a.%},"sarvagata, sarvAtmaka, sarva-"
7317,"Omniscient,",{%a.%},"sarvajYa, sarvavid-vedin-buD,"
7318,"Omnivagant,",{%a.%},"sarvagata, sarvagAmin"
7319,"Omnivorous,",{%a.%},"sarvaBakza, sarvaBojin"
7320,"Omphalic,",{%a.%},"nABya, nABi"
7321,"Omphalocele,",{%s.%},nABisPowaH
7322,"On,","{%prep.%} Gen. ex. by loc.,",aDi
7323,"On-dit,",{%s.%},kila
7324,"One,",{%a.%},eka;
7325,"Oneirocritic, -al,",{%a.%},svapnavicArin
7326,"Oneiromancy,",{%s.%},"svapnArTavicAraH, svapnArTa-"
7327,"Onerous,",{%a.%},"durBara, guru, guruBAra, durvaha, duHsaha"
7328,"Onion,",{%s.%},"palAMquH, sukaMdakaH"
7329,"Only,",{%a.%},"eka, eva, ekAkin, kevala, mAtra-"
7330,"Onomatopoeia,",{%s.%},anukAraH; anukaraRaM
7331,"Onset,",{%s.%},"A-aBi-kramaH-maRaM, avaskaMdaH, aBi-"
7332,"Onslaught,",{%s.%},aByAGAtaH;
7333,"Ontology,",{%s.%},"sattvavidyA, BUtavicAraH"
7334,"Ooze,",{%v. i.%} (,SanEH
7335,"Opaque,",{%a.%},"prakASABedya, kiraRABedya; asvacCa,"
7336,"Opal,",{%s.%},"pulakaH, vimalakaH"
7337,"Open,",{%v. t.%} (Door &c.),apA-vi-vf
7338,"Opera,",{%s.%},saMgItanAwakaM
7339,"Operate,",{%v. i.%},guRaM Avah
7340,"Operose,",{%a.%},Srama-kazwa-sADya
7341,"Ophiology,",{%s.%},sarpavidyA
7342,"Ophthalmia,",{%s.%},netrABizyaMdaH
7343,"Opiate,",{%a.%},"nidrAvaha, nidrA-svApa-kArin,"
7344,"Opine,",{%v. i.%},man
7345,"Opium,",{%s.%},"ahiPenaM, aPenaM"
7346,"Opponent,",{%a.%},"virudDa, pratikUla, vi-prati-pakza,"
7347,"Opportune,",{%a.%},"samayocita, prAptakAla, kAla-"
7348,"Oppose,",{%v. t.%},vi-ni-prati-ruD
7349,"Oppress,",{%v. t.%},pIq
7350,"Opprobrium,",{%s.%},"niMdA, garhA, kutsA, tira-"
7351,"Oppugn, -er,",{%See%} {@Oppose@} &c.,
7352,"Optative,",{%a.%},icCArTaka
7353,"Optic, -al,",{%a.%},cAkzuza
7354,"Optimacy,",{%s.%},kulInavargaH-janAH
7355,"Optimism,",{%s.%},"uttamatA, utkfzwatA"
7356,"Option,",{%s.%},"aBi-, ruci"
7357,"Opulent,",{%a.%},"SrImat, Danin, DanAQya,"
7358,"Or,",{%conj.%},"aTavA, yadvA, vA"
7359,"Oracle,",{%s.%},"dEvI vAk, deva-AkASa-vARI,"
7360,"Oral,",{%a.%},vAcika
7361,"Orange,",{%s.%},"nAraMgaH, nAgaraMgaH, ErAvataH, nAdeyI,"
7362,"Oration,",{%s.%},"vAkprabaMDaH, sAlaMkAraM vacanaM,"
7363,Orb.,{%s.%},"maMqalaH-laM, biMbaH-baM, vartulaM, cakraM, vfttaM,"
7364,"Orbit,",{%s.%},"kakzA-kzaH, grahapaTaH-mArgaH"
7365,"Orchard,",{%s.%},"vAwikA, vAwaH-wI, upavanaM,"
7366,"Orchestra,",{%s.%},vAditrasTAnaM-sTalaM
7367,"Ordain,",{%v. t.%},vi-DA
7368,"Ordeal,",{%s.%},"divyaM, satyaM, parIkzA, pramARaM;"
7369,"Order,",{%v. t.%},AdiS
7370,"Ordinal,",{%a.%},kramavAcaka
7371,"Ordinance,",{%s.%},"viDiH, maryAdA, kalpaH,"
7372,"Ordinary,",{%a.%},"pracalita, prasidDa, prAyika"
7373,"Ordinate,",{%a.%},"yaTAnukrama, anupUrva"
7374,"Ordnance,",{%s.%},"yudDAstrasAmagrI, yudDayaMtrasamUhaH"
7375,"Ordure,",{%s.%},"purIzaM, vizWA, uccAraH;"
7376,"Ore,",{%s.%},"DAtuH, Kanija-asaMskfta-DAtuH"
7377,"Organ,",{%s.%},"iMdriyaM, karaRaM, hfzIkaM, vizayin"
7378,"Orgasm,",{%s.%},"A-saM-vegaH, kzoBaH, uttApaH,"
7379,"Orgy,",{%s.%},"rAtryutsavaH, nESotsavaH, praharzaH,"
7380,"Orient,",{%a.%},"ujjvala, BAsvat;"
7381,"Orifice,",{%s.%},"muKaM, CidraM, raMDraM, dvAraM, suziraM,"
7382,"Origin,",{%s.%},"mUlaM, praBavaH, A-prA-raMBaH, utpatti"
7383,"Orion,",{%s.%},mfgaSIrzaM
7384,"Orison,",{%s.%},"prArTanA, stavaH, stuti"
7385,"Ornament,",{%s.%},"alaMkAraH, vi-, BUzaRaM, ABaraRaM,"
7386,"Ornate,",{%a.%},"kAMtimat, vicitra, SoBita,"
7387,"Ornithology,",{%s.%},pakzividyA
7388,"Orphan,","{%s., a.%}","anATaH, mAtApitfrahitaH-"
7389,"Orpiment,",{%s.%} (Yellow),"piMjaraM, pItanaM,"
7390,"Orrery,",{%s.%},grahamAlAnukaraRayaMtraM
7391,"Orris,",{%s.%},"vacA, ugragaMDA, zaqgaMDA, golomI,"
7392,"Orthodox,",{%a.%},"SAstrIya, SAstrasaMmata, SAstra-"
7393,"Orthoepy,",{%s.%},SudDoccAraH-raRaM
7394,"Orthogon,",{%s.%},samacaturasraM
7395,"Orthography,",{%s.%},"akzara-varRa-vinyAsaH, varRa-"
7396,"Orts,",{%s. See%} {@Offal.@},
7397,"Oscillate,",{%v. i.%},dolAyate
7398,"Oscitant,",{%a.%},"vi-, jfMBamARa, jfMBita"
7399,"Osprey,",{%s.%},"kuraraH-rI, utkroSaH"
7400,"Osseous,",{%a.%},asTimaya
7401,"Ostensible,",{%a.%},"vyakta, suprakASa, prakawa, prasidDa,"
7402,"Ostentation,",{%s.%},"AqaMbaraH, daMBaH, darpaH, vi-"
7403,"Osteocope,",{%s.%},asTivedanA
7404,"Osteology,",{%s.%},asTivarRanaM-vidyA
7405,"Ostler,",{%s. See%} {@Groom.@},
7406,"Ostracise,",{%v. t.%},vi-nir-vas
7407,"Other,",{%a.%},"anya, apara, itara, para, anyatara"
7408,"Otiose,",{%a.%},"anavahita, nirutsAha, pramatta,"
7409,"Otter,",{%s.%},"udraH, jalamArjAraH"
7410,"Ought,",{%v.%} Ex. by,arh
7411,"Ounce,",{%s.%},"waMkadvayaM, paRArDaM"
7412,"Oust,",{%v. t.%},niHsf
7413,"Out,",{%adv.%},bahiH
7414,"Out-act,",{%v. t.%},atyAcar
7415,"Out-balance,",{%v. t. See%} {@Outweigh.@},
7416,"Out-bid,",{%v. t.%},aDikamUlyadAnena aBi-BU
7417,"Outbreak, Outburst,",{%s.%},"udBedaH, nirgamaH,"
