Entry No   Transliteration                          Word Info            Definition
9367       zaqasra, zawkoRa                         Sexangular,@         {%a.%}

9368       zaqvArzika                               Sexennial,@          {%a.%}

9369       vfttazaqBAgaH                            Sextant,@            {%s.%}

9370       kutsita, kfpaRa, tucCa, niMdya, apa-     Shabby,@             {%a.%}

9371       nigaqaH, SfMKalA-laH, baMDanaM, pASaH    Shackle,@            {%s.%}

9372       CAyA,                                    Shade,@              {%s.%}

9373       kAMqaH                                   Shaft,@              {%s.%}

9374       dfQa-sTUla-loman:                        Shag,@               {%s.%}

9375       pra-, kaMp-vep-                          Shake,@              {%v. i.%}

9376       gADa, uttAna; aga(gaM)BIra,              Shallow,@            {%a.%}

9377       vyapadeSaH, Cadman                       Sham,@               {%s.%}

9378       SU(sU)nA, sOnasTAnaM                     Shambles,@           {%s.%}

9379       vakra, virUpa                            Shambling,@          {%a.%}

9380       lajjA, hrIH, trapA, vrIqA                Shame,@              {%s.%}

9381       saMvah                                   Shampoo,@            {%v. t.%}

9382       jaMGAsTi                                 Shank,@              {%s.%}

9383                                                Shanty,@             {%See%} {@Hut.@}

9384       AkAraH, rUpaM, Akfti                     Shape,@              {%s.%}

9385       mftpAtraKaMqaH                           Shard,@              {%s.%}

9386       saM-viBaj                                Share,@              {%v. t.%}

9387       grAhaH, nakraH, avahAraH, makaraH;       Shark,@              {%s.%}

9388       tIkzRa,                                  Sharp,@              {%a.%}

9389       vi-, SF                                  Shatter,@            {%v. t.%}

9390       muMq                                     Shave,@              {%v. t.%}

9391       sA;                                      She,@                {%pron.%}

9392       Sasya-                                   Sheaf,@              {%s.%} (

9393       lU                                       Shear,@              {%v. t.%}

9394       koSaH-zaH, piDAnaM, ADAraH; A-,          Sheath,@             {%s.%}

9395       ni-, pat                                 Shed,@               {%v. t.%}

9396       ujjvala, dIptimat;                       Sheen,@              {%a.%}

9397       mezaH, aviH, uraBraH, UrRAyuH;           Sheep,@              {%s.%}

9398       SudDa, kevala, mAtra                     Sheer,@              {%a.%}

9399       uttaracCadaH, pracCadaH, pracCadapawaH-  Sheet,@              {%s.%}

9400       kAzWaPalakaH                             Shelf,@              {%s.%}

9401       koSaH-zaH, kaMcukaH, kavacaH-caM, tvac   Shell.@              {%s.%}

9402       saM-A-SrayaH, SaraRaM, nivAsasTAnaM      Shelter,@            {%s.%}

9403       avasfp                                   Shelve,@             {%v. i.%}

9404       avipAlaH, mezapAlaH                      Shepherd,@           {%s.%}

9405       KaMqaH-qaM, SakalaH-laM                  Sherd,@              {%s.%}

9406                                                Shew,@               {%v. t. See%} {@Show.@}

9407       carman                                   Shield,@             {%s.%}

9408       upAyaH, pra-, yukti                      Shift,@              {%s.%}

9409       anavasTA, aniScayaH,                     Shilly-Shally,@      {%s.%}

9410                                                Shimmer,@            {%v. i. See%} {@Gleam.@}

9411       agrajaMGA, pAdaH;                        Shin,@               {%s.%}

9412       prakAS                                   Shine,@              {%v. i.%}

9413       SarkarA, SilAKaMqaH                      Shingle,@            {%s.%}

9414       potaH; yAnaM, pravahaRaM,                Ship,@               {%s.%}

9415       savyAjaM-Calena-parihf                   Shirk,@              {%v.%}

9416       yutakaM, colaH, aDovasanaM-vastraM       Shirt,@              {%s.%}

9417       kaMp-vep-                                Shiver,@             {%v. i.%}

9418       gADasTalaM, sEkataM, pulinaM             Shoal,@              {%s.%}

9419       A-aBi-GAtaH, nirGAtaH, saM-vi-           Shock,@              {%s.%}

9420       upAnah                                   Shoe,@               {%s.%}

9421       pallavaH-vaM, kisa(Sa)layaH-yaM, pra-    Shoot,@              {%s.%}

9422       SAlA, paRya                              Shop,@               {%s.%}

9423       kUlaM, tIraM, tawaM, velA, roDas         Shore,@              {%s.%}

9424       alpa, stoka, svalpa;                     Short,@              {%a.%} (Of time)

9425       ahaM tAvadevaM manye, iti mama matiH     Should,@             Ex. by pot. pass. part. ‘I s.
think so’

9426       skaMDaH, aMsaH, BujaSiras                Shoulder,@           {%s.%}

9427       ravaH, kalakalaH, utkroSaH, ninAdaH,     Shout,@              {%s.%}

9428       pra-sf                                   Shove,@              {%v. t.%}

9429       KanitraM, aBri                           Shovel,@             {%s,%}

9430       dfS                                      Show,@               {%v. t.%}

9431       vfzwi                                    Shower,@             {%s.%}

9432       KaMqaH-qaM, SakalaH-laM; vastra-pawa-KaMqaH Shred,@              {%s.%}

9433       vakra-vAma-SIlA, karkaSA ugra-kadu-      Shrew,@              {%s.%}

9434       catura, vidagDa, vicakzaRa, nipuRa,      Shrewd,@             {%a.%}

9435       paruzaM AkraMd                           Shriek,@             {%v. i.%}

9436       kaliMgaH, piMgaH, DUmyA                  Shrike,@             {%s.%}

9437       karkaSa, paruza, tIvra, pawu, karRakawu, Shrill,@             {%a.%}

9438       iMcAkaH, jalavfScikaH                    Shrimp,@             {%s.%}

9439       puRyasTAnaM, devAyatanaM, tIrTaM         Shrine,@             {%s.%}

9440       saMkuc-AkuMc-saMhf-saMkzip-              Shrink,@             {%v. i.%}

9441       saMkuc-AkuMc-viSF                        Shrivel,@            {%v. i.%}

9442       AcCAdanaM, AvaraRaM, piDAnaM             Shroud,@             {%s.%}

9443       gulmaH-lmaM, viwapin                     Shrub,@              {%s.%}

9444       asaMtozadarSanArTaM skaMDO               Shrug,@              {%v.%} (

9445       vep-kaMp                                 Shudder,@            {%v. i.%}

9446       ni-apa-hnu                               Shuffle,@            {%v. i.%}

9447       pari-hf                                  Shun,@               {%v. t.%}

9448       api-pi-DA                                Shut,@               {%v. t.%}

9449       mallikaH, sUtravezwaH-zwanaM, ta(tra)saraH Shuttle,@            {%s.%}

9450       salajja, SAlIna, vinIta, savrIqa         Shy,@                {%a.%}

9451       Uzman                                    Sibilant,@           {%s.%}

9452       sidDA, sidDastrI                         Sibyl,@              {%s.%}

9453       Atura, pIQita, vyADita, rujArta,         Sick,@               {%a.%}

9454       dAtraM, lavitraM, SasyakartanI           Sickle,@             {%s.%}

9455       pArSvaH-rSva; pakza,                     Side,@               {%s.%}

9456       tArA, nakzatra                           Sidereal,@           {%a.%}

9457       tiryak gam                               Sidle,@              {%v. i.%}

9458       upa-, ava-, roDaH, parivezwanaM;         Siege,@              {%s.%}

9459       divAnidrA                                Siesta,@             {%s.%}

9460       cAlanI, titauH                           Sieve,@              {%s.%}

9461       pfTak kf                                 Sift,@               {%v. t.%}

9462       ni (niH) SvAsaH, ucCvAsaH, ucCva-        Sigh,@               {%s.%}

9463                                                Sight,@              {%s. See%} under {@See.@}

9464       cihnaM, lakzaRaM, liMgaM, aBijYAnaM, lAM- Sign,@               {%s.%}

9465       AryaH                                    Signior,@            {%s.%}

9466       tURIka, anAlApin, mUka, mO-              Silent,@             {%a.%}

9467       kOSeyaM, kOSaM, kIwasUtraM; pawwaH, kzOmaM, Silk,@               {%s.%}

9468       dehalI, SilA, gfhAvagrahaRI              Sill,@               {%s.%}

9469       mUrKa, bAliSa, mUQa, alpaDI-mati,        Silly,@              {%a.%}

9470       avaruD                                   Silt,@               {%v. t.%} (up)

9471       vana                                     Silvan,@             {%a.%}

9472       rUpyaM, rajataM, SvetaM, durvarRaM,      Silver,@             {%s.%}

9473       sama, samAna, tulya, anuguRa, a-         Similar,@            {%a.%}

9474       upamA, nidarSanaM                        Simile,@             {%s.%}

9475       SanEH pac-kvaT                           Simmer,@             {%v. i.%}

9476       vikftaM smi                              Simper,@             {%v. i.%}

9477       niravayava, asaMkIrRa, asamasta,         Simple,@             {%a.%}

9478                                                Simulate,@           {%v. t. See%} {@Pretend.@}

9479       eka-sama-kAlika                          Simultaneous,@       {%a.%}

9480       pApaM, pAtakaM, enas                     Sin,@                {%s.%}

9481       praBfti, AraBya,                         Since,@              {%prep.%}

9482       akftrima, nirvyAja, nizkapawa,           Sincere,@            {%a.%}

9483       jyA, jyApiMqaH                           Sine,@               {%s.%}

9484       akarmADikfta, karmaSUnyADi-              Sinecure,@           {%a.%}

9485       snAyu                                    Sinew,@              {%s.%}

9486       gE                                       Sing,@               {%v. i.%}

9487       Izad dah                                 Singe,@              {%v. t.%}

9488       eka, ekAkin, advitIya, kevala,           Single,@             {%a.%}

9489       apUrva, apratima, advitIya, a-           Singular,@           {%a.%}

9490       amaMgala, aSuBa, akalyARa                Sinister,@           {%a.%}

9491       ni-masj                                  Sink,@               {%v. i.%}

9492       kuwila, vakra, arAla, jihma              Sinuous,@            {%a.%}

9493       nAqi-qI-li-lI                            Sinus,@              {%s.%}

9494       Acam                                     Sip,@                {%v. t.%}

9495       utkzepaRI, vakranAlI                     Siphon,@             {%s.%}

9496       Arya; Bavan, BoH;                        Sir,@                (Voc.)

9497       mAMqalikaH, sAmaMtaH                     Sirdar,@             {%s.%}
